call_id,timestamp,duration,agent,queue
9824dda466b44d21ae42e412de861004,2025-12-01 11:21:51,125,gamze.aydın,Destek Hattı
b14c05287f024c02b42b29d81c428600,2025-12-01 11:22:37,106,cem.çetin,VIP Müşteri
f2385dcb84c447308aa2b0a6aa68dcb0,2025-12-01 11:29:56,208,yusuf.özdemir,VIP Müşteri
6e10b1756ad64645883d9832b636631c,2025-12-01 11:32:48,168,,Satış Hattı
82831e8e19ec4eb8b98cf77582975fd5,2025-12-01 11:33:30,154,yusuf.özdemir,Genel Bilgi
47e6e24241964ca38e8dcece6d19aca2,2025-12-01 11:33:36,168,emine.çetin,VIP Müşteri
fc3aaaa502ff4753884ec652ce86588f,2025-12-01 11:38:00,152,mustafa.aydın,Satış Hattı
d175e2340b684fcf98d945343f14fadf,2025-12-01 11:38:05,187,gamze.çetin,Satış Hattı
56ba8e9219644e6da14e4fb6fac1f505,2025-12-01 11:39:42,157,yusuf.yılmaz,Destek Hattı
078b63455eea432dac24a792e59904f7,2025-12-01 11:40:09,196,gamze.kaya,VIP Müşteri
0b0327bb1ffc43c589fc54dff7e65161,2025-12-01 11:41:21,191,murat.kılıç,Satış Hattı
44805345f60243618b2f2a906efc1e13,2025-12-01 11:48:39,147,emine.çetin,VIP Müşteri
d7c601a9b36049b9836eef02fd2805b5,2025-12-01 12:02:33,159,murat.koç,Destek Hattı
1cdc599d612a4b20bec2a10c24a77660,2025-12-01 12:04:43,238,yusuf.özdemir,Genel Bilgi
dfc58381169a420082e1c9e90ac4acbc,2025-12-01 12:12:53,133,fatma.kara,Genel Bilgi
37164e738e1a4fb8ad5ef32646713e08,2025-12-01 12:24:30,249,gamze.kaya,Satış Hattı
8a33a479e39e4370bcce66d398b6ab68,2025-12-01 12:26:43,105,,Satış Hattı
3825c99f393240de94fec8f3a14604d4,2025-12-01 12:27:10,142,yusuf.yılmaz,Genel Bilgi
e0270435c6bb40b0b4df25cb29c24c22,2025-12-01 12:31:19,157,fatma.kara,Genel Bilgi
242264290db64596a57e8af943da352e,2025-12-01 12:37:43,89,yusuf.yılmaz,Genel Bilgi
a3c2dad3851947b6ac5948bf7e056521,2025-12-01 12:41:09,262,emine.çetin,
c9d10e01997d4834a540d2fc1df32952,2025-12-01 12:41:18,215,esra.arslan,VIP Müşteri
db0b5655a81040608035b6fe7ac4e04b,2025-12-01 12:47:40,139,cem.doğan,VIP Müşteri
a56ecd539165461087939b47fa11c3c3,2025-12-01 12:57:35,164,,Destek Hattı
20d75ff606774f509ad7ca0290509f3d,2025-12-01 13:01:56,310,elif.özdemir,VIP Müşteri
96baf55c1ae14bf891fb2e9ca386f768,2025-12-01 13:08:40,233,,
a1450543b96b47d69df1e05dcc82cbb2,2025-12-01 13:11:43,216,emine.çetin,Satış Hattı
070397a562f7438cb83b8107d5db616c,2025-12-01 13:12:38,213,gamze.şahin,VIP Müşteri
95cac8eebb8545658c22517790ccdf25,2025-12-01 13:13:52,323,esra.arslan,
7deefd57eafe4b90ae2ecd05076e2f6c,2025-12-01 13:14:23,160,fatma.kara,Genel Bilgi
25e174bc5a514f7fb3e1d5c12a4609be,2025-12-01 13:14:34,185,gamze.aydın,Satış Hattı
096598b302fb4d82abd8323d4ea90422,2025-12-01 13:17:26,59,mustafa.kara,Genel Bilgi
2ba60b8cb4b442e48e79f52ff0fc628a,2025-12-01 13:30:57,163,zeynep.çetin,Destek Hattı
09b56585a015471cac6c0ae6a5865c2e,2025-12-01 13:32:32,196,yusuf.özdemir,Destek Hattı
5bc2128d4b1a4882961cde9107527d15,2025-12-01 13:38:15,195,yusuf.yılmaz,Genel Bilgi
fb38beb8fbb0499bac9c154ebb7f660a,2025-12-01 13:43:40,263,murat.koç,
d1421ffb13a641a083123558eef064c0,2025-12-01 13:44:20,29,can.kaya,Destek Hattı
31cccdaa077c40c0aaf1cab27368d41b,2025-12-01 13:50:51,145,,VIP Müşteri
cfb09b3485ed4c7c8113586b5b85e19f,2025-12-01 13:57:14,127,can.kaya,Genel Bilgi
87d0eb94045e48d0bfcd837b855397d0,2025-12-01 14:02:13,76,fatma.kılıç,Genel Bilgi
a8c198440a2f403d8428daa233b54e57,2025-12-01 14:13:18,212,cem.doğan,Satış Hattı
81f2a9daec194efc919fee1e1c32e252,2025-12-01 14:14:25,103,,Destek Hattı
d2d01efd78f146359ff778652eb1ebf6,2025-12-01 14:21:35,139,gamze.çetin,Destek Hattı
edd16fe87cb84743bbb412de4919ada9,2025-12-01 14:27:34,120,cem.doğan,Genel Bilgi
dbd465303339404b9ba507d7c676d78b,2025-12-01 14:29:14,105,cem.doğan,Genel Bilgi
40bbab9053bf4ee9af3059e28da2a499,2025-12-01 14:30:01,163,gamze.şahin,Destek Hattı
0cbda96696dd403e815a7a013acac064,2025-12-01 14:31:47,199,gamze.aydın,Destek Hattı
32b558ff19b64adfb00bb49f9c08b77d,2025-12-01 14:35:28,275,yusuf.yılmaz,Genel Bilgi
115710159ec649a68c84b018431f5e41,2025-12-01 14:37:34,27,yusuf.yılmaz,
94d697e46ee049fab47cc2c3a092c20e,2025-12-01 14:50:10,262,,
237630f5446e46f499f78b5b7e0241aa,2025-12-01 14:51:56,214,murat.koç,VIP Müşteri
7f3a77f91dd643908d123f4135f0f35b,2025-12-01 14:54:29,161,fatma.kılıç,Destek Hattı
bc16b8fdb4754a92a4922fc91c1c53b9,2025-12-01 15:04:21,58,cem.çetin,Genel Bilgi
457fa363cfb04b53acca3ed445f95f47,2025-12-01 15:13:57,158,yusuf.özdemir,Genel Bilgi
74198115ae1441f1aa8afd1c63878d63,2025-12-01 15:14:29,198,fatma.yılmaz,Destek Hattı
315015900d324e16a47de22ce195214c,2025-12-01 15:15:52,230,cem.çetin,Satış Hattı
44d001eae18249f494de9f51cca01d1b,2025-12-01 15:18:54,96,can.kılıç,VIP Müşteri
7835c2bf9de14062aa33757b231905ed,2025-12-01 15:30:59,236,murat.koç,VIP Müşteri
5132f15cc2de4170ac914eff3412b144,2025-12-01 15:34:20,190,ahmet.özdemir,Genel Bilgi
99fd75c72c96459a8140e4d94d052c30,2025-12-01 15:42:44,72,gamze.aydın,
b67a007f61ec4f9eb26e70a2312459a5,2025-12-01 15:48:06,137,mustafa.kara,Satış Hattı
7b8a7913a40c4391ba951ed165f92dd2,2025-12-01 16:02:13,183,esra.arslan,Satış Hattı
07aab8594e4c498f9f0f08db3cf5b807,2025-12-01 16:08:52,190,emine.çetin,VIP Müşteri
f9f3113ed18145bc9955d3fb0a101ba5,2025-12-01 16:09:42,140,murat.kılıç,Destek Hattı
e168dbae0c5d49288dc855e1fe7b364c,2025-12-01 16:10:15,71,mustafa.kara,Destek Hattı
e696e439a4fe4c07b97c0f072d976572,2025-12-01 16:14:57,258,gamze.çetin,Satış Hattı
700eab403112490586962120f62229d6,2025-12-01 16:19:04,100,fatma.kılıç,Destek Hattı
4b36e80708dd4cc993f5cff4d7eb611b,2025-12-01 16:19:47,198,emine.özdemir,Satış Hattı
7fb9bebd75254eb684c5e5529817c182,2025-12-01 16:32:00,127,fatma.kılıç,Destek Hattı
9cecb16c15eb46cd839ff190df427825,2025-12-01 16:35:46,88,gamze.çetin,Genel Bilgi
a79816f3bef54a93be4cd2092c2c9605,2025-12-01 16:43:36,198,,Genel Bilgi
3d4715bf72cf4897b0ddc0d120da386e,2025-12-01 16:55:07,250,esra.arslan,VIP Müşteri
a797362393c74a3593e00d2add1a0f9f,2025-12-01 17:09:34,242,gamze.aydın,Satış Hattı
645435a9c3b248fc98646aed16bc6009,2025-12-01 17:14:57,172,gamze.çetin,Satış Hattı
cebf99d3b31a48d197ee2a742d8f42e4,2025-12-01 17:17:07,152,cem.doğan,Destek Hattı
6417828b334a422a9f41e8d6171bf1dd,2025-12-01 17:17:44,121,derya.yılmaz,Genel Bilgi
0500a2926ccb4031a6dbdfe819428208,2025-12-01 17:18:04,191,fatma.kara,Genel Bilgi
3975b8d3fc6d4f39be6dbb0f3deaa886,2025-12-01 17:19:03,110,fatma.kara,Destek Hattı
a52afa4afe044c17bc7522275049d6a8,2025-12-01 17:21:33,178,,Destek Hattı
293ebf0acbc34deab976130101475172,2025-12-01 17:25:41,221,cem.doğan,Destek Hattı
9192c60683054e6fbe679a3322d74d5b,2025-12-01 17:29:49,162,zeynep.çetin,Genel Bilgi
d333b42ce3104ce0957451a1667ef050,2025-12-01 17:31:17,173,fatma.yılmaz,Satış Hattı
61a1f5f527e54595825c820c5dcf4b43,2025-12-01 17:37:11,60,,Destek Hattı
91d1f05daf5443d5948c9540dd8edaa4,2025-12-01 17:37:29,289,fatma.kara,VIP Müşteri
517f2b3722f8411ab771aa7a78a52959,2025-12-01 17:38:43,166,fatma.kara,VIP Müşteri
b788eb39aca14a87927a319724d679e5,2025-12-01 17:38:51,197,emine.özdemir,Destek Hattı
e07237a94a9a487e877da8a01b1a5bed,2025-12-01 17:45:45,207,mustafa.aydın,Genel Bilgi
acf08ccfde56420a83702082e5174050,2025-12-01 17:52:45,234,can.kılıç,Satış Hattı
9fc83207fcdf4de69693aaa1afdbb4a7,2025-12-01 17:57:50,236,mustafa.aydın,Genel Bilgi
78832769b11a4ee091b1c1283047a28d,2025-12-01 18:03:25,140,esra.arslan,Destek Hattı
0032c35570824f49b4de993af363c6df,2025-12-01 18:14:15,206,mustafa.aydın,VIP Müşteri
8ec14a7139224432a163af15ea338db4,2025-12-01 18:35:58,259,yusuf.özdemir,
297320a0747343568c07bf43bcc72fe4,2025-12-01 18:37:17,167,elif.özdemir,Genel Bilgi
4a6853861318410c8014b5b6e0152260,2025-12-01 18:42:54,284,fatma.kara,VIP Müşteri
4af5de15082b4b89b9e6091201b908b2,2025-12-01 18:48:40,80,yusuf.yılmaz,Genel Bilgi
ef7fed2a06fb435781d5dff683348c2a,2025-12-01 18:56:56,321,,VIP Müşteri
a064a93ac03a466580b1d02ecba65a0e,2025-12-01 19:08:41,198,derya.yılmaz,Destek Hattı
b4e83457bae04da59fa83179e1570973,2025-12-01 19:11:33,158,mustafa.kara,Destek Hattı
a6424f3abad34fcbbc3f51401540d2b8,2025-12-01 19:23:31,140,ahmet.özdemir,
7df170356bfc4f4683f5dbc3566e8153,2025-12-01 19:30:51,131,,Genel Bilgi
21874ec53be94f89993c04c9538a6695,2025-12-01 19:36:42,143,gamze.çetin,Genel Bilgi
9113368bf30648748b6f71334c20b800,2025-12-01 19:44:29,266,,VIP Müşteri
bce672b56c504dd1bcd3ca028c4d70e5,2025-12-01 19:57:13,125,cem.çetin,VIP Müşteri
1b4dbfd75539450ab2a6bec53571566f,2025-12-02 08:01:41,256,fatma.kara,Genel Bilgi
ef22b1ab99314ffc8f26ecb6d06da1e2,2025-12-02 08:03:38,173,can.kılıç,Genel Bilgi
b909a35222de4272bd6eec2e6bedbb76,2025-12-02 08:05:39,187,can.kılıç,Destek Hattı
1e5db87a653449c5af4b177c8a318088,2025-12-02 08:21:25,189,murat.koç,Genel Bilgi
94c6c8fd580d4de7a158a14e561897db,2025-12-02 08:30:41,131,,Satış Hattı
00ff213820c04fa5aa9e868729bfd3a8,2025-12-02 08:34:40,181,gamze.aydın,VIP Müşteri
42dcde8c70c34d7591b81a9406bc470b,2025-12-02 08:36:19,167,,Destek Hattı
2aff4c9102f540348f909340b8d4fcd9,2025-12-02 08:40:07,173,,Satış Hattı
67872d7a1eb947a591877e173aa6855d,2025-12-02 08:41:20,261,,Genel Bilgi
4225be249bf741f892370460612ba930,2025-12-02 08:42:49,232,cem.çetin,VIP Müşteri
d1b58d3e13e4452fba0413f7bc7d758b,2025-12-02 09:00:04,207,zeynep.çetin,Satış Hattı
e6ff3900f51b449eab1847274775a313,2025-12-02 09:07:24,129,,Satış Hattı
c78b81f3b1324cfcbfaddb0651ceed0d,2025-12-02 09:18:58,138,gamze.kaya,
0ef388bdbd054f3587139dcca7d4041f,2025-12-02 09:39:19,189,fatma.kara,VIP Müşteri
6694440e62ed4200946907e0f2df8729,2025-12-02 09:41:54,164,cem.doğan,Satış Hattı
18dd0183ded04419aa5a793b64d40bd9,2025-12-02 09:49:34,132,emine.özdemir,VIP Müşteri
068044a84f1b4928a4e9f3cf1a3e2508,2025-12-02 09:49:53,118,gamze.kaya,Satış Hattı
b96fe0a93b824ac49762f5fd2e971330,2025-12-02 09:57:13,173,,Satış Hattı
a2931a1109624f6a92155dc35252fcaa,2025-12-02 10:03:30,129,elif.özdemir,Genel Bilgi
475a5989548949ebb15fbd93c7f82482,2025-12-02 10:08:12,275,,VIP Müşteri
196d98408c764430aead20a078f1e83e,2025-12-02 10:14:06,157,gamze.şahin,VIP Müşteri
0db5a44b60364ea1b3449b07cc66add5,2025-12-02 10:16:13,132,mustafa.aydın,Destek Hattı
8ff17a204a874942bc1fbbcb3fd02925,2025-12-02 10:26:02,204,elif.özdemir,VIP Müşteri
18dc3930e571440c8b534156af99b42c,2025-12-02 10:33:52,182,fatma.kara,Satış Hattı
3cf6c00845a549d18085b138933b67c6,2025-12-02 10:37:15,274,can.kılıç,Destek Hattı
a6c6facd6e124f1ba1a0dcd3cde9492c,2025-12-02 10:39:14,230,mustafa.kara,VIP Müşteri
7e07abdeac3142dcb7cf5ae55bd31e97,2025-12-02 10:39:37,93,fatma.yılmaz,VIP Müşteri
a5634fb5d03c411b853def0dbf7edce1,2025-12-02 10:54:56,154,emine.çetin,VIP Müşteri
7596ab4094434a28b9f64457292056c3,2025-12-02 10:57:52,247,emine.özdemir,VIP Müşteri
d9f2dcacc1e54849acd33c7edcbce913,2025-12-02 10:58:44,222,can.kılıç,Destek Hattı
51f94224f5d7493faed8faf1def7f1bc,2025-12-02 11:03:46,267,elif.özdemir,Genel Bilgi
ad53924176054380a726c0204553f08c,2025-12-02 11:09:05,154,can.kaya,VIP Müşteri
e309645b557b4310b0227e4ab64e5f1c,2025-12-02 11:15:30,214,fatma.kılıç,Satış Hattı
0282df6345534267b152ac625910aeda,2025-12-02 11:17:51,208,murat.koç,Satış Hattı
f99b47cea225484d8e969877ae357558,2025-12-02 11:29:36,253,murat.koç,VIP Müşteri
1b0036dedb494e24a3f2f8ed56b555c8,2025-12-02 11:30:18,234,emine.özdemir,Satış Hattı
74d1400d4e8647de8b0b45d5a3246b2a,2025-12-02 11:34:48,159,,VIP Müşteri
fd12184bd2bf4597bf1fa809e535575c,2025-12-02 11:40:35,131,elif.özdemir,Destek Hattı
82518f50faca46a38ccde7d0e8d961c5,2025-12-02 11:50:23,253,gamze.çetin,VIP Müşteri
fe213b3c6be74b3fb0d4d9c47f2ae4b7,2025-12-02 11:56:06,244,ahmet.çetin,Satış Hattı
2862cce0f49541d3aee00015b1101e61,2025-12-02 12:01:01,148,ahmet.özdemir,VIP Müşteri
0201f98dc40d48bc9d231725807c2e58,2025-12-02 12:07:37,202,murat.kılıç,VIP Müşteri
0a4b7cdb83444ba1a53a1c1c29cfc826,2025-12-02 12:19:50,61,emine.özdemir,Destek Hattı
e96d58c4fc9747e5962cb0912902116a,2025-12-02 12:21:47,259,gamze.şahin,Destek Hattı
9a657d8d38c94ed48766184a13b4de9a,2025-12-02 12:24:30,120,emine.özdemir,Destek Hattı
7eee0847dad84d009a24771e8db31d22,2025-12-02 12:28:50,213,ahmet.çetin,Destek Hattı
da103208d1ce4f5cbdfb1f37c89c45ef,2025-12-02 12:28:52,180,,Genel Bilgi
82799c1f88964e4299109c889340eef0,2025-12-02 12:33:41,189,emine.özdemir,Destek Hattı
abb5eab7cbbc41afb398a206af8397c1,2025-12-02 12:37:14,160,esra.arslan,VIP Müşteri
97cd6bea5f2d405cafdf4e04cb410115,2025-12-02 12:47:54,178,emine.özdemir,VIP Müşteri
a197294779d8466b9352dd217e800956,2025-12-02 12:48:16,190,murat.kılıç,Destek Hattı
ef5226af91ab42839667caeae3958743,2025-12-02 12:56:25,235,mustafa.kara,Satış Hattı
ef2a27580a43469b905687b18d9ee1b0,2025-12-02 12:57:36,152,esra.arslan,
4bfc9c5bf7734931a34e52c75dfa2e53,2025-12-02 13:01:02,120,murat.koç,Genel Bilgi
3b698f113719491282b969089c686f6e,2025-12-02 13:06:18,28,,Genel Bilgi
265d1020103c46318d97be3e6437ec35,2025-12-02 13:11:17,256,,Genel Bilgi
0ab434bba148475da343d5acd992dc0f,2025-12-02 13:12:54,213,emine.çetin,Satış Hattı
a8cac94d99434ca9a9ef4a3875653a95,2025-12-02 13:15:27,266,,Genel Bilgi
a35c0aa2a0654810ba2c32319328be6a,2025-12-02 13:27:41,74,can.kılıç,Destek Hattı
f4f9986854b0455e92b774c4f40c07e5,2025-12-02 13:32:53,78,can.kaya,Destek Hattı
a1602b2906bb4936b11e442e2dd93901,2025-12-02 13:34:56,236,mustafa.kara,Destek Hattı
f9a8dfc3da504c329a8a04a45aab6d4b,2025-12-02 13:35:05,283,mustafa.kara,VIP Müşteri
3d6d49fd57ca436f98fdf1ad42c9c387,2025-12-02 13:50:57,167,emine.çetin,Destek Hattı
787d1c0353794759a079c6c498c7e250,2025-12-02 13:58:50,178,murat.kılıç,Genel Bilgi
37028c0382904d95bd0808415a1c2324,2025-12-02 14:00:24,155,yusuf.özdemir,Destek Hattı
1242a8eec1c346788c7c904481689572,2025-12-02 14:00:56,147,can.kaya,Genel Bilgi
9829754c988d4ea1abb9ba0a3d052fe0,2025-12-02 14:03:12,187,mustafa.aydın,VIP Müşteri
e142754ea8984557bc01543227cfe682,2025-12-02 14:05:28,103,,VIP Müşteri
b21ab540b1a440208c0325e6617ec802,2025-12-02 14:07:15,165,zeynep.çetin,VIP Müşteri
027ec85ec7484502b8b1df69f2e49633,2025-12-02 14:09:39,217,fatma.kılıç,Genel Bilgi
819513bcb97b4e0c92135ff77d07dc6b,2025-12-02 14:13:10,258,mustafa.kara,Destek Hattı
7c3757549ffb4e7bbea69ca4ec59c2af,2025-12-02 14:17:25,145,ahmet.çetin,Genel Bilgi
82c6d22fd6114e5d98c2f87befd208f1,2025-12-02 14:22:15,89,fatma.kara,Destek Hattı
3c2444451c374798a43b65f2dc3fdbaa,2025-12-02 14:24:44,270,yusuf.yılmaz,Genel Bilgi
33120c8b48b14638aa6804e790364054,2025-12-02 14:25:23,172,fatma.kılıç,Destek Hattı
bc442d7c44c241dfac1bff647f268fc6,2025-12-02 14:30:19,196,ahmet.özdemir,VIP Müşteri
e48ad691b5b1410a81367854423a0486,2025-12-02 14:30:23,164,gamze.şahin,VIP Müşteri
875e9678eaa740bd9e0c0c4243c82234,2025-12-02 14:31:31,72,can.kaya,Destek Hattı
a0b2629e32294c3fadd06a391fe50f80,2025-12-02 14:44:19,267,emine.özdemir,
bac125f465e743b196daf9a56db3e09f,2025-12-02 14:50:37,133,,VIP Müşteri
cb56a07065dd4be09f6715c2d2f015fc,2025-12-02 15:08:04,264,cem.doğan,Genel Bilgi
d794e4513f91484d8300e4cb0c26549d,2025-12-02 15:08:35,186,ahmet.çetin,VIP Müşteri
df934e03081b439db151fff2e3c84107,2025-12-02 15:12:07,106,fatma.kara,VIP Müşteri
f47e08117f32404496cbc57f70d52ab2,2025-12-02 15:15:00,99,gamze.çetin,Genel Bilgi
a0a252e0087b45cfbcb0f0fc31650ff7,2025-12-02 15:19:09,110,,Destek Hattı
5939a289967745cb8411136f149195b7,2025-12-02 15:20:45,146,murat.kılıç,Destek Hattı
1b274b9de0374192822c9045da4990e8,2025-12-02 15:26:12,130,yusuf.yılmaz,VIP Müşteri
3ff4f82a1b3043ab8126240c105742f7,2025-12-02 15:32:08,161,cem.doğan,Genel Bilgi
da64aa021922455cbf6d8f25e3de7b98,2025-12-02 15:34:20,180,fatma.yılmaz,Destek Hattı
f5d2c43ac8aa4f528dd5e5189f686523,2025-12-02 15:37:14,214,,Satış Hattı
693d614581bf40e694edf5bdf4c0ba41,2025-12-02 15:38:17,111,emine.çetin,Destek Hattı
ddce3e147e874b7dba194f31165bceea,2025-12-02 15:45:37,200,esra.arslan,Satış Hattı
070e23b13306423cbe81981924a21840,2025-12-02 15:48:38,208,,Destek Hattı
6c77ebd60b6446b4bf7c162f49f27a67,2025-12-02 15:51:05,212,fatma.yılmaz,VIP Müşteri
8ebb48023e25431f9ee2ddc3d9eb8b5e,2025-12-02 15:52:35,134,murat.koç,Destek Hattı
46dc50d7b6534039968558b832a29daf,2025-12-02 15:56:27,183,fatma.kara,Satış Hattı
69936d605b4d430786f5d7abf967d864,2025-12-02 15:56:28,270,derya.yılmaz,VIP Müşteri
216c0f332fe84a96a3d234a1397adaea,2025-12-02 16:06:50,236,cem.çetin,Genel Bilgi
ae1d2472ad134e8487f6f11a332e3e0d,2025-12-02 16:10:12,45,murat.kılıç,Destek Hattı
533b5cce24214325abfea6c14ed2b44a,2025-12-02 16:17:00,156,yusuf.özdemir,Genel Bilgi
fe365fcefb4346cfaebb4929122d6f2d,2025-12-02 16:21:34,186,yusuf.yılmaz,Destek Hattı
3f9b6937e1694f2782988d07ff7616ce,2025-12-02 16:22:51,177,emine.çetin,Genel Bilgi
9c8f2560b9b84554a99f56a920435963,2025-12-02 16:28:01,122,gamze.kaya,Satış Hattı
23b45ac7ac574420bb2951a7d9021166,2025-12-02 16:41:49,250,fatma.yılmaz,Genel Bilgi
9063df83435a45d482a0df19ece6bebb,2025-12-02 16:42:18,165,zeynep.çetin,Destek Hattı
116ae106a6844d36b33ddb1cfb2f261c,2025-12-02 16:51:02,122,gamze.çetin,Satış Hattı
66cc9b26eefd44d2b094e9248e189f3b,2025-12-02 16:55:45,118,fatma.kara,Satış Hattı
ead1c6ec55f14c678150fd216dbdf6fc,2025-12-02 16:56:56,95,,Genel Bilgi
c82131f694604d249afce67edae0008f,2025-12-02 16:59:05,165,gamze.şahin,VIP Müşteri
621884eb38cb46e4a2e62c980ba0372e,2025-12-02 16:59:49,74,,Genel Bilgi
228dabbcf9e1454bb616040b58a3ab88,2025-12-02 17:03:47,247,ahmet.özdemir,Satış Hattı
f74c57320a8440aeaabe772f5be978a3,2025-12-02 17:17:03,166,fatma.kara,Destek Hattı
b5d7f39750a045f896cbfadadeac701c,2025-12-02 17:29:18,198,elif.özdemir,Genel Bilgi
4f17d522b02c4d17b3c07aaa440777ff,2025-12-02 17:32:28,154,gamze.kaya,VIP Müşteri
472bb17e16094fd3825f080ea7106fca,2025-12-02 17:33:43,229,gamze.kaya,Satış Hattı
beb82c412ef54160a289ce2502e175be,2025-12-02 17:49:46,289,esra.arslan,VIP Müşteri
61f98018891e4dc981e488cbc67c724e,2025-12-02 17:53:46,223,gamze.kaya,Genel Bilgi
3373a19d3de541bbac2580ddbc182578,2025-12-02 17:54:40,190,gamze.şahin,Destek Hattı
0666d51039144238acc17aeca9f7dbff,2025-12-02 17:57:16,98,fatma.yılmaz,Genel Bilgi
f479d5f299334939bff790df4f6359ce,2025-12-02 18:02:11,155,gamze.aydın,
040e6590186c46e9b4a4aaad1bca7687,2025-12-02 18:04:38,147,fatma.kılıç,VIP Müşteri
99e394dee7f74bd79138e8a47e9f1e33,2025-12-02 18:08:49,96,gamze.kaya,Destek Hattı
6e84cf7896884e8b89adc53fb9739534,2025-12-02 18:10:32,85,,
05ed49dcaa854e7aa8d2b04294938c98,2025-12-02 18:23:32,268,can.kaya,Genel Bilgi
b123adb4dadf4351aaf0524425cda6d4,2025-12-02 18:26:43,175,fatma.yılmaz,Genel Bilgi
63c899565bd64180b0dd813eab43c4d8,2025-12-02 18:27:57,157,murat.kılıç,Genel Bilgi
713beb8b66ef4bb0bfa07d2d9759be28,2025-12-02 18:28:23,222,emine.çetin,Satış Hattı
0848779e8d1a4964a3c0b7102cfb4b88,2025-12-02 18:45:20,269,can.kılıç,VIP Müşteri
2ce4499bbd7d40e89927a8d97e0d2c14,2025-12-02 18:48:25,59,gamze.şahin,Genel Bilgi
45dff62da71c4daf926daf4a44640ad6,2025-12-02 19:02:17,172,murat.kılıç,Satış Hattı
6a236ecd8a10422ca6d2e3963d5ef88f,2025-12-02 19:13:24,240,murat.koç,Destek Hattı
f53d0652b0374b378db34b4db16929c1,2025-12-02 19:14:02,213,gamze.kaya,
80c37f5e5c214288b2efe8910010c354,2025-12-02 19:18:55,241,yusuf.özdemir,
f9de6c42f5f446b8ab4052d778f8f66b,2025-12-02 19:21:37,234,gamze.aydın,Destek Hattı
6b21d7639edb4c269b8f03f5e0c4cda9,2025-12-02 19:33:19,195,gamze.şahin,Destek Hattı
